index,_id,tags,tags1
Complete iOS 16 Developer with Swift and 8 Apps,630f4093f5fba76a0b9ca81b,"[' Introduction to iOS development', ' Xcode', ' Operators and Range in Swift', ' String and interpolation ', ' Array and methods in Array in swift', ' Dictionary in depth in swift', ' Sets in swift programming', ' Tuples in swift', ' Structs in swift', ' Structs Vs Class', 'Building Project 1 - Profile app', 'Project 2 - Custom shape and slots', 'Project 3 - Calculator with animation', 'Project 4 Splash screen', 'Project 5 - Shopping app with multi screen', 'HiteshChoudhary', [' Introduction to iOS development', ' Xcode', ' Operators and Range in Swift', ' String and interpolation ', ' Array and methods in Array in swift', ' Dictionary in depth in swift', ' Sets in swift programming', ' Tuples in swift', ' Structs in swift', ' Structs Vs Class', 'Building Project 1 - Profile app', 'Project 2 - Custom shape and slots', 'Project 3 - Calculator with animation', 'Project 4 Splash screen', 'Project 5 - Shopping app with multi screen']]"," Introduction to iOS development  Xcode  Operators and Range in Swift  String and interpolation   Array and methods in Array in swift  Dictionary in depth in swift  Sets in swift programming  Tuples in swift  Structs in swift  Structs Vs Class Building Project 1 - Profile app Project 2 - Custom shape and slots Project 3 - Calculator with animation Project 4 Splash screen Project 5 - Shopping app with multi screen HiteshChoudhary [' Introduction to iOS development', ' Xcode', ' Operators and Range in Swift', ' String and interpolation ', ' Array and methods in Array in swift', ' Dictionary in depth in swift', ' Sets in swift programming', ' Tuples in swift', ' Structs in swift', ' Structs Vs Class', 'Building Project 1 - Profile app', 'Project 2 - Custom shape and slots', 'Project 3 - Calculator with animation', 'Project 4 Splash screen', 'Project 5 - Shopping app with multi screen']"
Full Stack Java Developer,6308a46af5fba729329c178b,"['Fundamentals of Programming', 'Core Java (Detailed) ', 'JDBC', 'JEE (Servlets, JSP, and Thymleaf )', 'Hibernate and JPA specifications ', 'Spring Core', 'Spring Boot', 'Spring JDBC', 'Spring ORM', 'Spring Data JPA', 'Spring AOP', 'Spring MVC', 'Spring REST', 'Microservices and Realtime tools(Maven, Gradle, Log4J, Junit, Splunk, Putty, Jacacco)', 'Docker and Kubernetes', 'Agile and Scrum', 'Git and Github', 'HTML and CSS', 'Javascript', 'React js', 'SQL - Mysql', 'NoSQL - MongoDB', 'NavinReddy', 'HyderAbbas', 'NitinM', ['Fundamentals of Programming', 'Core Java (Detailed) ', 'JDBC', 'JEE (Servlets, JSP, and Thymleaf )', 'Hibernate and JPA specifications ', 'Spring Core', 'Spring Boot', 'Spring JDBC', 'Spring ORM', 'Spring Data JPA', 'Spring AOP', 'Spring MVC', 'Spring REST', 'Microservices and Realtime tools(Maven, Gradle, Log4J, Junit, Splunk, Putty, Jacacco)', 'Docker and Kubernetes', 'Agile and Scrum', 'Git and Github', 'HTML and CSS', 'Javascript', 'React js', 'SQL - Mysql', 'NoSQL - MongoDB']]","Fundamentals of Programming Core Java (Detailed)  JDBC JEE (Servlets, JSP, and Thymleaf ) Hibernate and JPA specifications  Spring Core Spring Boot Spring JDBC Spring ORM Spring Data JPA Spring AOP Spring MVC Spring REST Microservices and Realtime tools(Maven, Gradle, Log4J, Junit, Splunk, Putty, Jacacco) Docker and Kubernetes Agile and Scrum Git and Github HTML and CSS Javascript React js SQL - Mysql NoSQL - MongoDB NavinReddy HyderAbbas NitinM ['Fundamentals of Programming', 'Core Java (Detailed) ', 'JDBC', 'JEE (Servlets, JSP, and Thymleaf )', 'Hibernate and JPA specifications ', 'Spring Core', 'Spring Boot', 'Spring JDBC', 'Spring ORM', 'Spring Data JPA', 'Spring AOP', 'Spring MVC', 'Spring REST', 'Microservices and Realtime tools(Maven, Gradle, Log4J, Junit, Splunk, Putty, Jacacco)', 'Docker and Kubernetes', 'Agile and Scrum', 'Git and Github', 'HTML and CSS', 'Javascript', 'React js', 'SQL - Mysql', 'NoSQL - MongoDB']"
Be A DevOps Pro Tech Neuron,6307d25c0555644bc7ea590a,"['Devops', 'Linux', 'Git', 'AWS', 'Docker', 'Ansible', 'Kubernetes', 'Terraform', 'CI CD Pipelines', 'Argo CD', 'Promethus', 'Grafana', 'HiteshChoudhary', ['Devops', 'Linux', 'Git', 'AWS', 'Docker', 'Ansible', 'Kubernetes', 'Terraform', 'CI CD Pipelines', 'Argo CD', 'Promethus', 'Grafana']]","Devops Linux Git AWS Docker Ansible Kubernetes Terraform CI CD Pipelines Argo CD Promethus Grafana HiteshChoudhary ['Devops', 'Linux', 'Git', 'AWS', 'Docker', 'Ansible', 'Kubernetes', 'Terraform', 'CI CD Pipelines', 'Argo CD', 'Promethus', 'Grafana']"
Be A DevOps Pro,6307d2490555644549ea510f,"['Devops', 'Linux', 'Git', 'AWS', 'Docker', 'Ansible', 'Kubernetes', 'Terraform', 'CI CD Pipelines', 'Argo CD', 'Prometheus', 'Grafana', 'HiteshChoudhary', ['Devops', 'Linux', 'Git', 'AWS', 'Docker', 'Ansible', 'Kubernetes', 'Terraform', 'CI CD Pipelines', 'Argo CD', 'Prometheus', 'Grafana']]","Devops Linux Git AWS Docker Ansible Kubernetes Terraform CI CD Pipelines Argo CD Prometheus Grafana HiteshChoudhary ['Devops', 'Linux', 'Git', 'AWS', 'Docker', 'Ansible', 'Kubernetes', 'Terraform', 'CI CD Pipelines', 'Argo CD', 'Prometheus', 'Grafana']"
Prisma Backend Development,63050a8db404d0dc882ad00f,"['Prisma', 'Prisma with MongoDB', 'Prisma Backend Development', 'HiteshChoudhary', ['Prisma', 'Prisma with MongoDB', 'Prisma Backend Development']]","Prisma Prisma with MongoDB Prisma Backend Development HiteshChoudhary ['Prisma', 'Prisma with MongoDB', 'Prisma Backend Development']"
Data Science Interview Tech Neuron,63050692b404d0c21d2acfb9,"['Profile Building', 'System Designing', 'Domain Understanding', 'Common Mistakes', 'Project Management', 'ML Interview Questions', 'DL Interview Questions', 'NLP Interview Questions', 'Stats Interview Questions', 'Python Interview Questions', 'Computer Vision Interview Questions', 'Mock Interview', 'krishnaik', 'SudhanshuKumar', ['Profile Building', 'System Designing', 'Domain Understanding', 'Common Mistakes', 'Project Management', 'ML Interview Questions', 'DL Interview Questions', 'NLP Interview Questions', 'Stats Interview Questions', 'Python Interview Questions', 'Computer Vision Interview Questions', 'Mock Interview']]","Profile Building System Designing Domain Understanding Common Mistakes Project Management ML Interview Questions DL Interview Questions NLP Interview Questions Stats Interview Questions Python Interview Questions Computer Vision Interview Questions Mock Interview krishnaik SudhanshuKumar ['Profile Building', 'System Designing', 'Domain Understanding', 'Common Mistakes', 'Project Management', 'ML Interview Questions', 'DL Interview Questions', 'NLP Interview Questions', 'Stats Interview Questions', 'Python Interview Questions', 'Computer Vision Interview Questions', 'Mock Interview']"
Data Science Interview,63050656b404d07ac92acf1e,"['Profile Building', 'System Designing', 'Domain Understanding', 'Common Mistakes', 'Project Management', 'ML Interview Questions', 'DL Interview Questions', 'NLP Interview Questions', 'Stats Interview Questions', 'Python Interview Questions', 'Computer Vision Interview Questions', 'Mock Interview', 'krishnaik', 'SudhanshuKumar', ['Profile Building', 'System Designing', 'Domain Understanding', 'Common Mistakes', 'Project Management', 'ML Interview Questions', 'DL Interview Questions', 'NLP Interview Questions', 'Stats Interview Questions', 'Python Interview Questions', 'Computer Vision Interview Questions', 'Mock Interview']]","Profile Building System Designing Domain Understanding Common Mistakes Project Management ML Interview Questions DL Interview Questions NLP Interview Questions Stats Interview Questions Python Interview Questions Computer Vision Interview Questions Mock Interview krishnaik SudhanshuKumar ['Profile Building', 'System Designing', 'Domain Understanding', 'Common Mistakes', 'Project Management', 'ML Interview Questions', 'DL Interview Questions', 'NLP Interview Questions', 'Stats Interview Questions', 'Python Interview Questions', 'Computer Vision Interview Questions', 'Mock Interview']"
Industry Ready Data Science Projects Tech Neuron,630500a5b404d08bb329df77,"['System Architecture', 'High Level Design', 'Component Selection', 'Low Level Design', 'Core utility deisgn', 'Deployment Architecture', 'Mutistage pipeline for CI/CD', 'ML Pipeline Understanding', 'Training Pipeline Implementation', 'Inference Pipeline Implementation', 'Retraining Pipeline Implementation', 'Deployment of ML Pipeline on Cloud', 'Monitoring of System and Model Performance', 'krishnaik', 'SudhanshuKumar', 'AvnishYadav', 'KetanGangal', ['System Architecture', 'High Level Design', 'Component Selection', 'Low Level Design', 'Core utility deisgn', 'Deployment Architecture', 'Mutistage pipeline for CI/CD', 'ML Pipeline Understanding', 'Training Pipeline Implementation', 'Inference Pipeline Implementation', 'Retraining Pipeline Implementation', 'Deployment of ML Pipeline on Cloud', 'Monitoring of System and Model Performance']]","System Architecture High Level Design Component Selection Low Level Design Core utility deisgn Deployment Architecture Mutistage pipeline for CI/CD ML Pipeline Understanding Training Pipeline Implementation Inference Pipeline Implementation Retraining Pipeline Implementation Deployment of ML Pipeline on Cloud Monitoring of System and Model Performance krishnaik SudhanshuKumar AvnishYadav KetanGangal ['System Architecture', 'High Level Design', 'Component Selection', 'Low Level Design', 'Core utility deisgn', 'Deployment Architecture', 'Mutistage pipeline for CI/CD', 'ML Pipeline Understanding', 'Training Pipeline Implementation', 'Inference Pipeline Implementation', 'Retraining Pipeline Implementation', 'Deployment of ML Pipeline on Cloud', 'Monitoring of System and Model Performance']"
Data Science Industry Ready Projects,6305008db404d0680c29de28,"['System Architecture', 'High Level Design', 'Component Selection', 'Low Level Design', 'Core utility deisgn', 'Deployment Architecture', 'Mutistage pipeline for CI/CD', 'ML Pipeline Understanding', 'Training Pipeline Implementation', 'Inference Pipeline Implementation', 'Retraining Pipeline Implementation', 'Deployment of ML Pipeline on Cloud', 'Monitoring of System and Model Performance', 'krishnaik', 'SudhanshuKumar', 'AvnishYadav', 'KetanGangal', ['System Architecture', 'High Level Design', 'Component Selection', 'Low Level Design', 'Core utility deisgn', 'Deployment Architecture', 'Mutistage pipeline for CI/CD', 'ML Pipeline Understanding', 'Training Pipeline Implementation', 'Inference Pipeline Implementation', 'Retraining Pipeline Implementation', 'Deployment of ML Pipeline on Cloud', 'Monitoring of System and Model Performance']]","System Architecture High Level Design Component Selection Low Level Design Core utility deisgn Deployment Architecture Mutistage pipeline for CI/CD ML Pipeline Understanding Training Pipeline Implementation Inference Pipeline Implementation Retraining Pipeline Implementation Deployment of ML Pipeline on Cloud Monitoring of System and Model Performance krishnaik SudhanshuKumar AvnishYadav KetanGangal ['System Architecture', 'High Level Design', 'Component Selection', 'Low Level Design', 'Core utility deisgn', 'Deployment Architecture', 'Mutistage pipeline for CI/CD', 'ML Pipeline Understanding', 'Training Pipeline Implementation', 'Inference Pipeline Implementation', 'Retraining Pipeline Implementation', 'Deployment of ML Pipeline on Cloud', 'Monitoring of System and Model Performance']"
Web Automation Using Selenium With Java and Cucumber BDD Tech Neuron,62ff6589082104087411f79c,"['Java from Scratch', 'What is Automation', 'What is Automation Testing', 'Web Automation using Selenium 4', 'Different Framework and Libraries like TestNG, Apache POI, Faker', 'SCM Tools - Git, Github', 'CI Tool- Jenkins', 'Github Actions - Build Pipeline', 'Docker', 'Selenium Grid on premise and on cloud', 'Cucumber - BDD', 'Realtime Scenarios', 'How to crack interviews', 'MukeshOtwani', ['Java from Scratch', 'What is Automation', 'What is Automation Testing', 'Web Automation using Selenium 4', 'Different Framework and Libraries like TestNG, Apache POI, Faker', 'SCM Tools - Git, Github', 'CI Tool- Jenkins', 'Github Actions - Build Pipeline', 'Docker', 'Selenium Grid on premise and on cloud', 'Cucumber - BDD', 'Realtime Scenarios', 'How to crack interviews']]","Java from Scratch What is Automation What is Automation Testing Web Automation using Selenium 4 Different Framework and Libraries like TestNG, Apache POI, Faker SCM Tools - Git, Github CI Tool- Jenkins Github Actions - Build Pipeline Docker Selenium Grid on premise and on cloud Cucumber - BDD Realtime Scenarios How to crack interviews MukeshOtwani ['Java from Scratch', 'What is Automation', 'What is Automation Testing', 'Web Automation using Selenium 4', 'Different Framework and Libraries like TestNG, Apache POI, Faker', 'SCM Tools - Git, Github', 'CI Tool- Jenkins', 'Github Actions - Build Pipeline', 'Docker', 'Selenium Grid on premise and on cloud', 'Cucumber - BDD', 'Realtime Scenarios', 'How to crack interviews']"
DSA for FAANG preparation with Python and JavaScript Tech Neuron,62fb684d114e7db768fd29c1,"['Analysis in Algorithms', 'Data Structure Introduction', 'Array Data Structure', 'Interview Question on array', 'Recursion in depth', 'Divide and Conquer algorithm', 'Applications of Divide and Conquer', 'Linked List Data Structure', 'Interview Question on Linked List', 'Circular Linked List', 'Doubly Linked List', 'Skip List', 'Stack and Queue', 'Interview Question on Stack and Queue', 'Hashing Data Structure', 'Collision Resolution Techniques', 'Tree Data Structure', 'Tree Traversal ', 'Binary Search Tree', 'Height Balanced Tree: AVL Tree', 'PriyaBhatia', 'HiteshChoudhary', 'AnuragTiwari', ['Analysis in Algorithms', 'Data Structure Introduction', 'Array Data Structure', 'Interview Question on array', 'Recursion in depth', 'Divide and Conquer algorithm', 'Applications of Divide and Conquer', 'Linked List Data Structure', 'Interview Question on Linked List', 'Circular Linked List', 'Doubly Linked List', 'Skip List', 'Stack and Queue', 'Interview Question on Stack and Queue', 'Hashing Data Structure', 'Collision Resolution Techniques', 'Tree Data Structure', 'Tree Traversal ', 'Binary Search Tree', 'Height Balanced Tree: AVL Tree']]","Analysis in Algorithms Data Structure Introduction Array Data Structure Interview Question on array Recursion in depth Divide and Conquer algorithm Applications of Divide and Conquer Linked List Data Structure Interview Question on Linked List Circular Linked List Doubly Linked List Skip List Stack and Queue Interview Question on Stack and Queue Hashing Data Structure Collision Resolution Techniques Tree Data Structure Tree Traversal  Binary Search Tree Height Balanced Tree: AVL Tree PriyaBhatia HiteshChoudhary AnuragTiwari ['Analysis in Algorithms', 'Data Structure Introduction', 'Array Data Structure', 'Interview Question on array', 'Recursion in depth', 'Divide and Conquer algorithm', 'Applications of Divide and Conquer', 'Linked List Data Structure', 'Interview Question on Linked List', 'Circular Linked List', 'Doubly Linked List', 'Skip List', 'Stack and Queue', 'Interview Question on Stack and Queue', 'Hashing Data Structure', 'Collision Resolution Techniques', 'Tree Data Structure', 'Tree Traversal ', 'Binary Search Tree', 'Height Balanced Tree: AVL Tree']"
Full Stack Web Development with Python in Hindi Tech Neuron,62f6868a4a19f1e052ebad5f,"['Python basic', 'List object basics', 'String objects', 'Tuples', 'Functions', 'Memory management', 'Oops concepts', 'Exception Handling', 'Files', 'DATABASE', 'Web Development using Python on Django', 'React', 'Web API', 'SaurabhShukla', ['Python basic', 'List object basics', 'String objects', 'Tuples', 'Functions', 'Memory management', 'Oops concepts', 'Exception Handling', 'Files', 'DATABASE', 'Web Development using Python on Django', 'React', 'Web API']]","Python basic List object basics String objects Tuples Functions Memory management Oops concepts Exception Handling Files DATABASE Web Development using Python on Django React Web API SaurabhShukla ['Python basic', 'List object basics', 'String objects', 'Tuples', 'Functions', 'Memory management', 'Oops concepts', 'Exception Handling', 'Files', 'DATABASE', 'Web Development using Python on Django', 'React', 'Web API']"
Big Data Masters Tech Neuron,62f685af4a19f19242eba56a,"['Big Data', 'Hadoop', 'HDFS', 'YARN', 'Linux', 'AWS EC2', 'AWS IAM', 'AWS S3', 'AWS SNS', 'AWS DMS', 'AWS RDS', 'AWS Redshift', 'Hbase', 'Sqoop', 'Confluent', 'Atlas', 'Ambari', 'Databricks', 'SudhanshuKumar', 'ShashankMishra', ['Big Data', 'Hadoop', 'HDFS', 'YARN', 'Linux', 'AWS EC2', 'AWS IAM', 'AWS S3', 'AWS SNS', 'AWS DMS', 'AWS RDS', 'AWS Redshift', 'Hbase', 'Sqoop', 'Confluent', 'Atlas', 'Ambari', 'Databricks']]","Big Data Hadoop HDFS YARN Linux AWS EC2 AWS IAM AWS S3 AWS SNS AWS DMS AWS RDS AWS Redshift Hbase Sqoop Confluent Atlas Ambari Databricks SudhanshuKumar ShashankMishra ['Big Data', 'Hadoop', 'HDFS', 'YARN', 'Linux', 'AWS EC2', 'AWS IAM', 'AWS S3', 'AWS SNS', 'AWS DMS', 'AWS RDS', 'AWS Redshift', 'Hbase', 'Sqoop', 'Confluent', 'Atlas', 'Ambari', 'Databricks']"
Full Stack Data Science BootCamp 2.0,62eaa6ba766d6539c53164bd,"['Python', 'Stats', 'Machine learning', 'Deep learning', 'Computer vision', 'Natural language processing', 'Data analytics', 'Big data', 'Ml ops', 'Cloud', 'Real Time projects', 'Architecture', 'Domain wise project', 'Databases', 'Negotiations skills', 'Mock interview', 'Interview preparation', 'Resume building after every module', 'SunnyBhaveenChandra', 'krishnaik', 'SudhanshuKumar', 'SunnySavita', ['Python', 'Stats', 'Machine learning', 'Deep learning', 'Computer vision', 'Natural language processing', 'Data analytics', 'Big data', 'Ml ops', 'Cloud', 'Real Time projects', 'Architecture', 'Domain wise project', 'Databases', 'Negotiations skills', 'Mock interview', 'Interview preparation', 'Resume building after every module']]","Python Stats Machine learning Deep learning Computer vision Natural language processing Data analytics Big data Ml ops Cloud Real Time projects Architecture Domain wise project Databases Negotiations skills Mock interview Interview preparation Resume building after every module SunnyBhaveenChandra krishnaik SudhanshuKumar SunnySavita ['Python', 'Stats', 'Machine learning', 'Deep learning', 'Computer vision', 'Natural language processing', 'Data analytics', 'Big data', 'Ml ops', 'Cloud', 'Real Time projects', 'Architecture', 'Domain wise project', 'Databases', 'Negotiations skills', 'Mock interview', 'Interview preparation', 'Resume building after every module']"
Reinforcement Learning,62dedfda8a6db047e3457fba,"['Basics of Reinforcement Learning', 'Foundations of Reinforcement Learning', 'OpenAI GYM Cartpole Experiment', 'SunnyBhaveenChandra', ['Basics of Reinforcement Learning', 'Foundations of Reinforcement Learning', 'OpenAI GYM Cartpole Experiment']]","Basics of Reinforcement Learning Foundations of Reinforcement Learning OpenAI GYM Cartpole Experiment SunnyBhaveenChandra ['Basics of Reinforcement Learning', 'Foundations of Reinforcement Learning', 'OpenAI GYM Cartpole Experiment']"
Data Structure and Algorithm Interview Preparation,62d851918a6db034ed455f2c,"['DSA Theoritical Test', 'DSA  Practical Test', 'DSA Aptitude Test', ['DSA Theoritical Test', 'DSA  Practical Test', 'DSA Aptitude Test']]","DSA Theoritical Test DSA  Practical Test DSA Aptitude Test ['DSA Theoritical Test', 'DSA  Practical Test', 'DSA Aptitude Test']"
Java Coding Interview Preparation,62d84f998a6db0f9be455e63,"['Java Theoritical Test', 'Java  Practical Test', ['Java Theoritical Test', 'Java  Practical Test']]","Java Theoritical Test Java  Practical Test ['Java Theoritical Test', 'Java  Practical Test']"
JavaScript Coding Interview Preparation,62d84ec28a6db05394455e09,"['JavaScript Theoritical Test', 'JavaScript  Practical Test', 'JavaScript Aptitude Test', ['JavaScript Theoritical Test', 'JavaScript  Practical Test', 'JavaScript Aptitude Test']]","JavaScript Theoritical Test JavaScript  Practical Test JavaScript Aptitude Test ['JavaScript Theoritical Test', 'JavaScript  Practical Test', 'JavaScript Aptitude Test']"
Machine Learning Interview Preparation,62d84cf78a6db06207455d79,"['ML Theoritical Test', 'ML Practical Test', 'ML Aptitude Test', ['ML Theoritical Test', 'ML Practical Test', 'ML Aptitude Test']]","ML Theoritical Test ML Practical Test ML Aptitude Test ['ML Theoritical Test', 'ML Practical Test', 'ML Aptitude Test']"
Pro Aptitude - C Language,62d84bbe8a6db083ea455d18,"['C Theoritical Test', 'C  Practical Test', 'C Aptitude Test', ['C Theoritical Test', 'C  Practical Test', 'C Aptitude Test']]","C Theoritical Test C  Practical Test C Aptitude Test ['C Theoritical Test', 'C  Practical Test', 'C Aptitude Test']"
Pro Aptitude - C++,62d84ae48a6db081a7455ccb,"['C++ Theoritical Test', 'C++  Practical Test', 'C++ Aptitude Test', ['C++ Theoritical Test', 'C++  Practical Test', 'C++ Aptitude Test']]","C++ Theoritical Test C++  Practical Test C++ Aptitude Test ['C++ Theoritical Test', 'C++  Practical Test', 'C++ Aptitude Test']"
Pro Aptitude - Data Structures and Algorithms,62d848548a6db00749455c35,"['DSA Theoritical Test', 'DSA  Practical Test', ['DSA Theoritical Test', 'DSA  Practical Test']]","DSA Theoritical Test DSA  Practical Test ['DSA Theoritical Test', 'DSA  Practical Test']"
Pro Aptitude - DBMS,62d846058a6db06b33455bc4,"['DBMS Theoritical Test', 'DBMS Practical Test', ['DBMS Theoritical Test', 'DBMS Practical Test']]","DBMS Theoritical Test DBMS Practical Test ['DBMS Theoritical Test', 'DBMS Practical Test']"
Pro Aptitude - Java,62d844428a6db086e6455b8c,"['Java Theoritical Test', 'Java  Practical Test', 'Java Aptitude test', ['Java Theoritical Test', 'Java  Practical Test', 'Java Aptitude test']]","Java Theoritical Test Java  Practical Test Java Aptitude test ['Java Theoritical Test', 'Java  Practical Test', 'Java Aptitude test']"
Pro Aptitude - Operating Systems,62d83f188a6db0215c455b61,"['OS Theoritical Test', 'OS Practical Test', 'OS Aptitude Test', ['OS Theoritical Test', 'OS Practical Test', 'OS Aptitude Test']]","OS Theoritical Test OS Practical Test OS Aptitude Test ['OS Theoritical Test', 'OS Practical Test', 'OS Aptitude Test']"
Pro Aptitude - Python,62d83d5a8a6db045ca455b29,"['Python Aptitude Test', 'Python Practical Test', ['Python Aptitude Test', 'Python Practical Test']]","Python Aptitude Test Python Practical Test ['Python Aptitude Test', 'Python Practical Test']"
Pro Computer Networking,62d83a0d8a6db0ff89455a80,"['Computer Networking Theoritical Test', 'Computer Networking Practical Test', ['Computer Networking Theoritical Test', 'Computer Networking Practical Test']]","Computer Networking Theoritical Test Computer Networking Practical Test ['Computer Networking Theoritical Test', 'Computer Networking Practical Test']"
Pro C Programming Language,62d839438a6db0ca6c455a49,"['C Theoritical Test', 'C  Practical Test', ['C Theoritical Test', 'C  Practical Test']]","C Theoritical Test C  Practical Test ['C Theoritical Test', 'C  Practical Test']"
Pro Max Interview Preparation Edition 1,62d837908a6db0d9d14559d4,"['Interview Preparation Theoretical Test', 'Interview Preparation  Practical Test', ['Interview Preparation Theoretical Test', 'Interview Preparation  Practical Test']]","Interview Preparation Theoretical Test Interview Preparation  Practical Test ['Interview Preparation Theoretical Test', 'Interview Preparation  Practical Test']"
Pro Max Interview Preparation Edition 2,62d835f48a6db0489345599f,"['Interview Preparation Theoretical Test', 'Interview Preparation  Practical Test', ['Interview Preparation Theoretical Test', 'Interview Preparation  Practical Test']]","Interview Preparation Theoretical Test Interview Preparation  Practical Test ['Interview Preparation Theoretical Test', 'Interview Preparation  Practical Test']"
Pro Max Interview Preparation Edition 3,62d834538a6db054fd455937,"['Interview Preparation Theoretical Test', 'Interview Preparation  Practical Test', ['Interview Preparation Theoretical Test', 'Interview Preparation  Practical Test']]","Interview Preparation Theoretical Test Interview Preparation  Practical Test ['Interview Preparation Theoretical Test', 'Interview Preparation  Practical Test']"
Pro C++ Programming Language,62d830fe8a6db0166445586b,"['C++ Theoritical Test', 'C++  Practical Test', ['C++ Theoritical Test', 'C++  Practical Test']]","C++ Theoritical Test C++  Practical Test ['C++ Theoritical Test', 'C++  Practical Test']"
Pro Database Management Systems,62d82fc38a6db056bf45580f,"['DBMS Theoritical Test', 'DBMS Practical Test', ['DBMS Theoritical Test', 'DBMS Practical Test']]","DBMS Theoritical Test DBMS Practical Test ['DBMS Theoritical Test', 'DBMS Practical Test']"
Pro Data Structure and Algorithms,62d82d8b8a6db070a84557ae,"['DSA Theoritical Test', 'DSA  Practical Test', ['DSA Theoritical Test', 'DSA  Practical Test']]","DSA Theoritical Test DSA  Practical Test ['DSA Theoritical Test', 'DSA  Practical Test']"
Pro Java Programming Language,62d82c2e8a6db065f345576c,"['Java Theoritical Test', 'Java  Practical Test', ['Java Theoritical Test', 'Java  Practical Test']]","Java Theoritical Test Java  Practical Test ['Java Theoritical Test', 'Java  Practical Test']"
Pro JavaScript Programming Language,62d82ad18a6db0f61d4556fb,"['JavaScript Theoritical Test', 'JavaScript  Practical Test', ['JavaScript Theoritical Test', 'JavaScript  Practical Test']]","JavaScript Theoritical Test JavaScript  Practical Test ['JavaScript Theoritical Test', 'JavaScript  Practical Test']"
Pro Operating Systems,62d828f58a6db0893b455676,"['OS Theoritical Test', 'OS Practical Test', ['OS Theoritical Test', 'OS Practical Test']]","OS Theoritical Test OS Practical Test ['OS Theoritical Test', 'OS Practical Test']"
Pro Python Programming Language,62d825808a6db0e5844555f5,"['Python Theoritical Test', 'Python Practical Test', ['Python Theoritical Test', 'Python Practical Test']]","Python Theoritical Test Python Practical Test ['Python Theoritical Test', 'Python Practical Test']"
Python Coding Interview Preparation,62d801c88a6db040c845543d,"['Python Theoretical Test', 'Python Practical Test', ['Python Theoretical Test', 'Python Practical Test']]","Python Theoretical Test Python Practical Test ['Python Theoretical Test', 'Python Practical Test']"
Aptitude Test Series,62d79cc1ff20c43b045d5696,"['Aptitude', 'Time, Distance & Speed', 'Time & Work', 'Simple & Compond Interest', 'Profit, Loss & Discount', 'Problems on Ages', 'Permutuation & Combination', 'Percentages', 'Partnership', 'Numbers, HCF & LCM', 'Numbers & Letter Sries', 'Logical Deduction', 'Equation & Ratios', 'Direction Sense', 'Coding & Decoding', 'Clocks', 'Calendars', 'Blood Relations', 'Averages, Mixtures & Allegation', 'Analytical Reasoning', ['Aptitude', 'Time, Distance & Speed', 'Time & Work', 'Simple & Compond Interest', 'Profit, Loss & Discount', 'Problems on Ages', 'Permutuation & Combination', 'Percentages', 'Partnership', 'Numbers, HCF & LCM', 'Numbers & Letter Sries', 'Logical Deduction', 'Equation & Ratios', 'Direction Sense', 'Coding & Decoding', 'Clocks', 'Calendars', 'Blood Relations', 'Averages, Mixtures & Allegation', 'Analytical Reasoning']]","Aptitude Time, Distance & Speed Time & Work Simple & Compond Interest Profit, Loss & Discount Problems on Ages Permutuation & Combination Percentages Partnership Numbers, HCF & LCM Numbers & Letter Sries Logical Deduction Equation & Ratios Direction Sense Coding & Decoding Clocks Calendars Blood Relations Averages, Mixtures & Allegation Analytical Reasoning ['Aptitude', 'Time, Distance & Speed', 'Time & Work', 'Simple & Compond Interest', 'Profit, Loss & Discount', 'Problems on Ages', 'Permutuation & Combination', 'Percentages', 'Partnership', 'Numbers, HCF & LCM', 'Numbers & Letter Sries', 'Logical Deduction', 'Equation & Ratios', 'Direction Sense', 'Coding & Decoding', 'Clocks', 'Calendars', 'Blood Relations', 'Averages, Mixtures & Allegation', 'Analytical Reasoning']"
Mastering DSA with Python,62d79778ff20c464e45d54e0,"['Problem Solving', 'Data Structure Introduction', 'Recursion in depth', 'Linked List in depth', 'Circular Linked List in Depth', 'Doubly Linked List in Depth', 'Stack and Queue', 'Binary Search Tree', 'Hashing', 'AVL Tree', 'HEAP', 'Sorting algorithms', 'HiteshChoudhary', ['Problem Solving', 'Data Structure Introduction', 'Recursion in depth', 'Linked List in depth', 'Circular Linked List in Depth', 'Doubly Linked List in Depth', 'Stack and Queue', 'Binary Search Tree', 'Hashing', 'AVL Tree', 'HEAP', 'Sorting algorithms']]","Problem Solving Data Structure Introduction Recursion in depth Linked List in depth Circular Linked List in Depth Doubly Linked List in Depth Stack and Queue Binary Search Tree Hashing AVL Tree HEAP Sorting algorithms HiteshChoudhary ['Problem Solving', 'Data Structure Introduction', 'Recursion in depth', 'Linked List in depth', 'Circular Linked List in Depth', 'Doubly Linked List in Depth', 'Stack and Queue', 'Binary Search Tree', 'Hashing', 'AVL Tree', 'HEAP', 'Sorting algorithms']"
