index,_id,platformType,tags,labPlans,mode,categoryId,seo,description,mobilePricing,videoURL,classTimings,batches,createdAt,img,courseMeta,instructorsDetails,pricing,courseInOneNeuron
Character Recognition using Python,61fac2e2238e3f197d8df74d,main,[],,self-paced,62cda3ea53f5fe40776b9bb1,{'keywords': 'Character Recognition using Python '},"In this course, students will learn how to handle data containing textual images. Extracting text from images requires advanced techniques like computer vision and image processing. After this course, students will be able to build challenging real-world applications that can read images and produces textual details from the same. This hands-on practical-oriented course will enable students to build their own character recognition applications and enhance their knowledge of Computer Vision and Artificial Intelligence.",,,,[],2022-02-02T17:44:02.635Z,61fac2e2238e3f197d8df74d.jpg,"[{'instructors': [], 'overview': {'learn': ['Introduction to Object character recognition', 'Different types of Object character recognition', 'Introduction to Tesseract', 'Working Tesseract OCR', 'OCR with pytesseract and OpenCV'], 'requirements': ['System with Internet Connection', 'Interest to learn', 'Dedication'], 'features': ['Online Instructor-led learning', 'Practical Implementation', 'Integrate academic knowledge with the tech', 'Real-time Project', 'Live Class Recording', 'Doubt Clearing', 'Assignment in all the Module', 'Quiz in every Module', 'Career Counselling', 'Completion Certificate'], 'language': 'English'}}]",[],"{'IN': 7080, 'US': 99, 'isFree': False, 'discount': 0}","{'bundleName': 'Kids Neuron', 'bundleId': '61fb9d257143b1d6b7b6e4f1'}"
Web Designing using Wordpress,61fac1fe238e3f38c28df6eb,main,[],,self-paced,62cda3f653f5fee9276b9bb3,{'keywords': 'Web Designing using Wordpress'},"If you are interested in building websites, WordPress is what you need to learn and here we introduce website design and creation by utilizing different kinds of themes and templates available in WordPress. Students who complete this course will gain hands-on practical experience in building various interactive and beautiful websites by using WordPress.",,,,[],2022-02-02T17:40:14.348Z,61fac1fe238e3f38c28df6eb.jpg,"[{'instructors': ['622217a4760e3e2391f81a72'], 'overview': {'learn': ['Introduction to WordPress', 'WordPress Themes', 'WordPress Plugins ', 'WordPress to create Blog', 'Creating site pages using WordPress', 'WordPress Hosting ', 'Projects on WordPress '], 'requirements': ['System with Internet Connection', 'Interest to learn', 'Dedication'], 'features': ['Online Instructor-led learning', 'Practical Implementation', 'Integrate academic knowledge with the tech', 'Real-time Project', 'Live Class Recording', 'Doubt Clearing', 'Assignment in all the Module', 'Quiz in every Module', 'Career Counselling', 'Completion Certificate'], 'language': 'English'}}]","[{'_id': '622217a4760e3e2391f81a72', 'name': 'Shivan Kumar', 'description': 'Associate Data Scientist, Mentor, and Kaggle Master with 2 Years of Experience. Experience in building models that translate data points into business insights. Highly accurate at collecting, analyzing, and interpreting large datasets, developing machine learning, deep learning, Chatbots models, and deploying the solutions on the cloud. I also love to participate in Hackathons. In my free time, I like to mentor students to learn Data Science and achieve their goals.', 'img': {'source': 'bucket', 'link': '622217a4760e3e2391f81a72.jpg'}}]","{'IN': 7080, 'US': 99, 'isFree': False, 'discount': 0}","{'bundleName': 'Kids Neuron', 'bundleId': '61fb9d257143b1d6b7b6e4f1'}"
Vedic Math,61fac1a4238e3f332d8df685,main,[],,self-paced,62cda3ef53f5fe87cc6b9bb2,{'keywords': 'Vedic Math'},"This course will help you solve complex mathematical problems using Vedic Mathematics. This course is curated on a set of concepts that will help you improve your calculations to an extent where before you pick up a pen, you would find the answers by simplifying calculations into simple steps. If you despise numbers, This course will help you interactively appreciate the beauty of mathematics.",,,,[],2022-02-02T17:38:44.741Z,61fac1a4238e3f332d8df685.jpg,"[{'instructors': [], 'overview': {'learn': [""Introduction about Vedic math's"", ""Benefits of Vedic math's"", 'Addition of numbers', 'Subtraction of numbers', 'Multiplication of numbers', 'Division of numbers', 'Square of a number', 'Cube of a number', 'Square root of a number', 'Cube root of a number'], 'requirements': ['System with Internet Connection', 'Interest to learn', 'Dedication'], 'features': ['Online Instructor-led learning', 'Practical Implementation', 'Integrate academic knowledge with the tech', 'Real-time Project', 'Live Class Recording', 'Doubt Clearing', 'Assignment in all the Module', 'Quiz in every Module', 'Career Counselling', 'Completion Certificate'], 'language': 'English'}}]",[],"{'IN': 7080, 'US': 99, 'isFree': False, 'discount': 0}","{'bundleName': 'Kids Neuron', 'bundleId': '61fb9d257143b1d6b7b6e4f1'}"
Fundamentals of Game Development,61fac0ff238e3f11db8df619,main,[],,self-paced,62cda3f653f5fee9276b9bb3,{'keywords': 'Fundamentals of Game Development'},"Learn the Fundamentals of Game Development from Scratch using Pygame. This course is intended for anybody interested in learning Game Development with Python. The game's difficulty rises with each component, and you'll be able to expand your knowledge as you go through the course. You'll create wonderful games and learn how PyGame works by moving things about on the screen and interacting with items. You'll also learn how to build and import game-related images, as well as how to generate randomly moveable enemies, animate game characters, and play music and noises while playing the game.",,,,[],2022-02-02T17:35:59.932Z,61fac0ff238e3f11db8df619.jpg,"[{'instructors': [], 'overview': {'learn': ['Introduction to Pygame ', 'Deep-dive into Pygame ', 'Game world', 'Sprites', 'Projects on game development '], 'requirements': ['System with Internet Connection', 'Interest to learn', 'Dedication'], 'features': ['Online Instructor-led learning', 'Practical Implementation', 'Integrate academic knowledge with tech', 'Real-time project', 'Live class recording', 'Doubt clearing', 'Assignment in all the module', 'Quiz in every module', 'Career Counselling', 'Completion certificate'], 'language': 'English'}}]",[],"{'IN': 7080, 'US': 99, 'isFree': False, 'discount': 0}","{'bundleName': 'Kids Neuron', 'bundleId': '61fb9d257143b1d6b7b6e4f1'}"
Fundamentals of Electronics,61fac0a1238e3f90798df577,main,[],,self-paced,62cda3ef53f5fe87cc6b9bb2,{'keywords': 'Fundamentals of Electronics'},"This course is designed for students who are interested in electronics and want to learn the foundations of the subject as well as undertake a range of experiments. Students will get an idea of diodes, transistors, circuits and symbols, instrumentation and measurement of various electronic components, alternating current and direct current, frequencies, semiconductors, digital signals, and sensors, along with many other topics.",,,,[],2022-02-02T17:34:25.727Z,61fac0a1238e3f90798df577.jpg,"[{'instructors': ['62221277760e3e01fdf81a69'], 'overview': {'learn': ['Electronics Basics ', 'Circuits and symbols', 'Instrument and measurement ', 'AC/DC', 'Frequencies ', 'Semiconductor', 'Transistors', 'Digital Signal', 'Sensor Introduction', 'Projects on Electronics '], 'requirements': ['System with Internet Connection', 'Interest to learn', 'Dedication'], 'features': ['Online Instructor-led learning', 'Practical Implementation', 'Integrate academic knowledge with the tech', 'Real-time Project', 'Live Class Recording', 'Doubt Clearing', 'Assignment in all the Module', 'Quiz in every Module', 'Career Counselling', 'Completion Certificate'], 'language': 'English'}}]","[{'_id': '62221277760e3e01fdf81a69', 'name': 'Monal Kumar', 'description': 'Monal Kumar is a data scientist and instructor working at iNeuron having 2+ years of total experience in both service and product-based organisations. He is specialised in Deep Learning, Computer vision and Image processing.  Previously, he held positions as a support configurator at Wipro Technologies and as a Deep Learning researcher at Harptec Research. Offering the finest possible services to his clients. In addition to his primary job function, he is recognised for his creativity and ideas that change the nature of the existing problem.', 'img': {'source': 'bucket', 'link': '62221277760e3e01fdf81a69.jpg'}}]","{'IN': 7080, 'US': 99, 'isFree': False, 'discount': 0}","{'bundleName': 'Kids Neuron', 'bundleId': '61fb9d257143b1d6b7b6e4f1'}"
App Building Using Android,61fabf79238e3fac4f8df4b1,main,[],,self-paced,62cd99e753f5fec54a6b9b23,{'keywords': 'App Building Using Android'},"This course will teach students how to use core Java programming to create mobile apps. Create your first Android app with Android Studio, learn how to run it on a device or emulator, and add interactive widgets and objects to your app. You will learn how to use Android Studio to get started with Android development and how to publish your own apps on the Google Play store.",,,,[],2022-02-02T17:29:29.271Z,61fabf79238e3fac4f8df4b1.jpg,"[{'instructors': [], 'overview': {'learn': ['Introduction to JAVA', 'Activity in android', 'View in android ', 'Widgets, Pixel, and Layout', 'Adaptors in android', 'Intents in android ', 'Gestures and Fragments ', 'Data Storage ', 'Database storage ', 'Creating android projects '], 'requirements': ['System with Internet Connection', 'Interest to learn', 'Dedication'], 'features': ['Online Instructor-led learning', 'Practical Implementation', 'Integrate academic knowledge with the tech', 'Real-time Project', 'Live Class Recording', 'One to One Doubt Clearing', 'Assignment in all the Module', 'Quizzes', 'Career Counselling', 'Completion Certificate'], 'language': 'English'}}]",[],"{'IN': 7080, 'US': 99, 'isFree': False, 'discount': 0}","{'bundleName': 'Kids Neuron', 'bundleId': '61fb9d257143b1d6b7b6e4f1'}"
Advanced Python,61fabe19238e3f3b8b8df3f7,main,[],[],self-paced,62cd95a953f5fe3dc56b9ae6,"{'keywords': 'Advanced Python Course, Advanced Python Certification Course, Advanced Python Course Online'}","In this Advanced Python course, you'll learn about Python's advanced modules by completing various challenging assignments that will help you create real-time apps. The course is designed for individuals who have a basic understanding of Python programming language and are interested in expanding their knowledge in this area. By the end of the course, you'll have hands-on practical experience producing industrial projects that you can use to apply for freelancing employment. The curriculum covers several topics, including Python Flow control, Lists, Tuples, Sets, Dictionaries, Python Functions, and Python Programs. To enroll, you need a system with an internet connection, an interest in learning, and dedication to complete the course. The course begins by introducing its goals and outcomes, prerequisites, and outlining the curriculum. The first topic is Python Flow Control, followed by Python Data Structures - List. In both topics, you'll have practical exercises to challenge your understanding. The course ends with an assignment that requires you to multiply all numbers in the list. This course is designed to provide you with the necessary skills and knowledge to become proficient in Advanced Python programming.","{'IN': None, 'US': None, 'isFree': False}",,{},[],2022-02-02T17:23:37.559Z,61fabe19238e3f3b8b8df3f7.jpg,"[{'instructors': ['622210d1760e3e27cdf81a64'], 'overview': {'learn': ['Python Flow control', 'List', 'Tuple', 'sets', 'Dictionary', 'Python Functions', 'Python Programs'], 'requirements': ['System with Internet Connection', 'Interest to learn', 'Dedication'], 'features': ['Online Instructor-led learning', 'Practical Implementation', 'Integrate academic knowledge with the tech', 'Real-time Project', 'Live Class Recording', 'Doubt Clearing', 'Assignment in all the Module', 'Quiz in every Module', 'Career Counselling', 'Completion Certificate'], 'language': 'English'}}]","[{'_id': '622210d1760e3e27cdf81a64', 'name': 'Shubham Sharma', 'description': ""Having 3+ years of DataScience and Web Development expertise, proficient in data modelling, data preprocessing as well as scripting languages Python and PHP. I've also worked as a mentor and a freelancer. Machine Learning and Natural Language Processing (NLP) are two of my areas of expertise."", 'img': {'source': 'bucket', 'link': '622210d1760e3e27cdf81a64.jpg'}}]","{'IN': 7080, 'US': 99, 'isFree': False, 'discount': 0}","{'bundleName': 'Kids Neuron', 'bundleId': '61fb9d257143b1d6b7b6e4f1'}"
Building Chatbot using Google DialogFlow,61fab97f238e3f1d888df308,main,[],,self-paced,62cd968753f5fe395a6b9af8,{'keywords': 'Building Chatbot using Google DialogFlow'},This course will help students gain knowledge of building Chatbot using Google DialogFlow. In this course you will learn how to create various projects on chatbots. Upon successful completion of the course students will be able to create chatbots on their own using Google DialogFlow.,,,,[],2022-02-02T17:03:59.909Z,61fab97f238e3f1d888df308.jpg,"[{'instructors': ['622217a4760e3e2391f81a72'], 'overview': {'learn': ['Chatbot Introduction', 'Basics of Dialogflow', 'Applications using GCP Dialogflow with UI', 'Integration', 'Projects                                                    '], 'requirements': ['System with Internet Connection', 'Interest to learn', 'Dedication'], 'features': ['Online Instructor-led learning', 'Practical Implementation', 'Integrate academic knowledge with the tech', 'Real-time Project', 'Live Class Recording', 'Doubt Clearing', 'Assignment in all the Module', 'Quiz in every Module', 'Career Counselling', 'Completion Certificate'], 'language': 'English'}}]","[{'_id': '622217a4760e3e2391f81a72', 'name': 'Shivan Kumar', 'description': 'Associate Data Scientist, Mentor, and Kaggle Master with 2 Years of Experience. Experience in building models that translate data points into business insights. Highly accurate at collecting, analyzing, and interpreting large datasets, developing machine learning, deep learning, Chatbots models, and deploying the solutions on the cloud. I also love to participate in Hackathons. In my free time, I like to mentor students to learn Data Science and achieve their goals.', 'img': {'source': 'bucket', 'link': '622217a4760e3e2391f81a72.jpg'}}]","{'IN': 7080, 'US': 99, 'isFree': False, 'discount': 0}","{'bundleName': 'Kids Neuron', 'bundleId': '61fb9d257143b1d6b7b6e4f1'}"
Programming in Python,61fab8d1238e3f86dd8df292,main,[],,self-paced,62cd95a953f5fe3dc56b9ae6,{'keywords': 'Programming in Python'},"This course will teach you the fundamentals of Python Programming. Python is an easy-to-learn programming language that allows you to get started in programming without having any prior programming experience. This course is designed for Beginners who have never coded before, as well as experienced student programmers who wish to learn Python to expand their career choices.",,,,[],2022-02-02T17:01:06.026Z,61fab8d1238e3f86dd8df292.jpg,"[{'instructors': ['622210d1760e3e27cdf81a64'], 'overview': {'learn': ['Introduction to Python programming language', 'Features of python', 'Application of python', 'Integrated development environment', 'Introduction to python variables', 'Introduction to Data types', 'Introduction to python operators and Strings', 'Python Programs'], 'requirements': ['System with Internet Connection', 'Interest to learn', 'Dedication'], 'features': ['Online Instructor-led learning', 'Practical Implementation', 'Integrate academic knowledge with the tech', 'Real-time Project', 'Live Class Recording', 'Doubt Clearing', 'Assignment in all the Module', 'Quiz in every Module', 'Career Counselling', 'Completion Certificate'], 'language': 'English'}}]","[{'_id': '622210d1760e3e27cdf81a64', 'name': 'Shubham Sharma', 'description': ""Having 3+ years of DataScience and Web Development expertise, proficient in data modelling, data preprocessing as well as scripting languages Python and PHP. I've also worked as a mentor and a freelancer. Machine Learning and Natural Language Processing (NLP) are two of my areas of expertise."", 'img': {'source': 'bucket', 'link': '622210d1760e3e27cdf81a64.jpg'}}]","{'IN': 7080, 'US': 99, 'isFree': False, 'discount': 0}","{'bundleName': 'Kids Neuron', 'bundleId': '61fb9d257143b1d6b7b6e4f1'}"
Graphics Design with PhotoShop,61fab6f6238e3f3a1b8df1c7,main,[],,self-paced,62cda3ea53f5fe40776b9bb1,{'keywords': 'Graphics Design with PhotoShop'},"In this course, you will learn everything you need to know about Photoshop. Photoshop is a very powerful tool that can do a lot of different things with images, including making them move.  This means that you will be able to make posters as well as thumbnails and digital paintings. You can not only change existing photos or artworks, but you can also start from scratch and make new things.",,,,[],2022-02-02T16:53:10.493Z,61fab6f6238e3f3a1b8df1c7.jpg,"[{'instructors': [], 'overview': {'learn': ['Introduction to the course', 'Photoshop tools', 'Layers in Photoshop', 'Filters in Photoshop', 'Layer effects in Photoshop', 'Graphic Design works ', 'Create Projects ', '', ''], 'requirements': ['System with Internet Connection', 'Interest to learn', 'Dedication'], 'features': ['Online Instructor-led learning', 'Practical Implementation', 'Integrate academic knowledge with the tech', 'Real-time Project', 'Live Class Recording', 'One to One Doubt Clearing', 'Assignment in all the Module', 'Quiz in every Module', 'Career Counselling', 'Completion Certificate'], 'language': 'English'}}]",[],"{'IN': 7080, 'US': 99, 'isFree': False, 'discount': 0}","{'bundleName': 'Kids Neuron', 'bundleId': '61fb9d257143b1d6b7b6e4f1'}"
Basics of Computer Education,61fab2c0238e3f80238df0f8,main,[],,self-paced,62cda3e553f5febceb6b9bb0,{'keywords': 'Basics of Computer Education'},"In this course, you will learn the basics of computers. Having decent computer knowledge will help you build your foundation for emerging technology. Upon completing this course, you will be able to navigate through the ecosystem of the modern computer knowing the underlying technology behind it.",,,,[],2022-02-02T16:35:12.656Z,61fab2c0238e3f80238df0f8.jpg,"[{'instructors': [], 'overview': {'learn': ['Introduction of Computers', 'Components of Computer', 'Features of Computer', 'Overview about Input and output devices', 'Overview of operating system', 'Memory management', 'How to Operate Computer', 'Introduction of Microsoft office', 'Paint', 'Email Operation', 'YouTube Operation'], 'requirements': ['System with Internet Connection', 'Interest to learn', 'Dedication'], 'features': ['Online Instructor-led learning', 'Practical Implementation', 'Integrate academic knowledge with the tech', 'Real-time Project', 'Live Class Recording', 'Doubt Clearing', 'Assignment in all the Module', 'Quiz in every Module', 'Career Counselling', 'Completion Certificate'], 'language': 'English'}}]",[],"{'IN': 7080, 'US': 99, 'isFree': False, 'discount': 0}","{'bundleName': 'Kids Neuron', 'bundleId': '61fb9d257143b1d6b7b6e4f1'}"
Class 9th Biology,61fa81a924fd4d59418b913f,main,[],,self-paced,62cda3f653f5fee9276b9bb3,{'keywords': 'Class 9th Biology'},"The Science Syllabus is elegantly designed such that it introduces the basic concepts of science and its importance in our daily life. Class 9th is crucial and is the foundation for higher education of students. The Biology section focuses on concepts like Cell - the fundamental unit of life, Diversity, Tissues, Natural Resources, etc.",,,,[],2022-02-02T13:05:48.733Z,61fa81a924fd4d59418b913f.jpg,"[{'instructors': ['62264c53760e3e27bcf86b75'], 'overview': {'learn': ['Cell - the fundamental unit of life', 'Tissues', 'Diversity in living organisms', 'Why do we fall ill?', 'Natural Resources', 'Improvemement in food resources'], 'requirements': ['System with Internet Connection', 'Interest to learn', 'Dedication'], 'features': ['Self Paced Videos', 'Completion Certificate'], 'language': 'Hindi'}}]","[{'_id': '62264c53760e3e27bcf86b75', 'name': 'Dr Nishtha Jain', 'description': 'I am a doctor by profession but a teacher by passion. I have been into the teaching profession for the last 3 years. I have been and am still a mentor for various courses which include technical as well as non-technical ones. These include MS-Excel, Tableau, Computer basics, Biology, English, etc. I love to learn, explore and share my knowledge to whatever extent possible. Being an ardent educator, I have always helped all my students and will continue to do the same.', 'img': {'source': 'bucket', 'link': '62264c53760e3e27bcf86b75.jpg'}, 'social': {'linkedin': 'https://www.linkedin.com/in/dr-nishtha-jain-ab6b441a5', 'youtube': ''}}]","{'IN': 7080, 'US': 99, 'isFree': False, 'discount': 0}","{'bundleName': 'Kids Neuron', 'bundleId': '61fb9d257143b1d6b7b6e4f1'}"
Jenkins,61f913a350ec30969529b2be,main,[],,self-paced,62cd9f4b53f5fe33e26b9b6e,"{'keywords': 'Jenkins, Devops'}","Jenkins is an open source automation server that allows software developers all around the world to build, test, and deploy their code with confidence. The world's most popular open source automation server, with hundreds of plugins to let you build, launch, and automate any project.",,,,[],2022-02-01T11:04:04.708Z,61f913a350ec30969529b2be.jpg,"[{'instructors': ['618f5eb4b9564b15ac9937e9'], 'overview': {'learn': ['Jenkins Installation Basics', 'Jenkins Dashboard', 'Jenkins Plugins', 'Jenkins Security', 'Jenkins Jobs', 'Freestyle Jobs', 'Pipeline Job'], 'requirements': ['Prior Knowledge of Linux', 'System with good internet connection', 'Interest to learn', 'Your dedication'], 'features': ['Souce Code', 'Downloadable resources', 'Quiz Questions', 'Completion Certificate'], 'language': 'English'}}]",[],"{'IN': 25000, 'US': 315, 'discount': 0, 'isFree': False}","{'bundleName': 'Tech Neuron', 'bundleId': '6187abaa15495237705219ee'}"
ParlAI Chatbot,61f8f72350ec30780829b280,main,[],,self-paced,62cd968753f5fe395a6b9af8,"{'keywords': 'ParlAI, Chatbot, NLP, Bot, NLU, NLG'}","This program is specialized in providing theoretical as well as practical understanding of the ParlAI module which allows you to learn how to build dialog based model chatbot using python based parlAI framework. Course curriculum includes concepts about ParlAI framework, tutorial and much more!",,,,[],2022-02-01T09:02:28.396Z,61f8f72350ec30780829b280.jpg,"[{'instructors': ['6189298c6e59b248b8c049f4'], 'overview': {'learn': ['ParlAI framework in detail', 'Basic concepts', 'Installation', ' Tutorials', 'Creating a chatbot'], 'requirements': ['Little prior knowledge in chatbot', 'System with Internet Connection', 'Interest to learn', 'Dedication'], 'features': ['Learning of different concepts of ParlAI framework                                                          \n', 'Self Paced Videos', 'Completion Certificate', 'Assignments', 'Practical Implementation', 'Quiz'], 'language': 'English'}}]","[{'_id': '6189298c6e59b248b8c049f4', 'name': 'Khushali Shah', 'description': 'A data scientist having rich experience working with MNCs and start-ups in the field of data science and machine learning. She has expertise in Chatbot development for various domains & been developing professionally for 6+ years with diverse job history. She also had positions in software module development, web app development, functional designs, requirement gathering, client interaction, and server setup/admin & can help everywhere in the stack; she loves wearing multiple hats to an extent. She also believes in enhancing her skills by training and learning new things day by day.', 'social': {'linkedin': 'https://www.linkedin.com/in/khushali-shah-0448757b/', 'github': 'https://github.com/Khushali22'}, 'img': {'source': 'bucket', 'link': 'khushali ineuron.png'}}]","{'IN': 25000, 'US': 315, 'discount': 0, 'isFree': False}","{'bundleName': 'Tech Neuron', 'bundleId': '6187abaa15495237705219ee'}"
Qlik Sense,61f8e81550ec30731029b253,main,[],,self-paced,62cd988853f5fe042e6b9b0f,"{'keywords': 'Qlik, Sense, Analytics, Data Analytics, Business Analytics'}","This program is specialized in providing theoretical as well as practical understanding of the Qlik Sense analytical platform which allows you to learn how to build analytical apps. Course curriculum includes concepts about Qlik sense features, different charts, hands-on and much more!",,,,[],2022-02-01T07:58:13.945Z,61f8e81550ec30731029b253.jpg,"[{'instructors': ['6189298c6e59b248b8c049f4'], 'overview': {'learn': ['Qlik sense features', 'Basic concepts', 'Installation', 'Tutorial', 'Build Charts', 'Building Dashboards', 'Project'], 'requirements': ['No prior knowledge in Analytics', 'System with Internet Connection', 'Interest to learn', 'Basic knowledge of BI', 'Dedication'], 'features': ['Learning of different concepts of Qlik sense analytical ', 'Building Dashboards', 'Hands-on Project', 'Assignments', 'Practical Implementation', 'Downloadable Resources', 'Completion Certificate'], 'language': 'English'}}]","[{'_id': '6189298c6e59b248b8c049f4', 'name': 'Khushali Shah', 'description': 'A data scientist having rich experience working with MNCs and start-ups in the field of data science and machine learning. She has expertise in Chatbot development for various domains & been developing professionally for 6+ years with diverse job history. She also had positions in software module development, web app development, functional designs, requirement gathering, client interaction, and server setup/admin & can help everywhere in the stack; she loves wearing multiple hats to an extent. She also believes in enhancing her skills by training and learning new things day by day.', 'social': {'linkedin': 'https://www.linkedin.com/in/khushali-shah-0448757b/', 'github': 'https://github.com/Khushali22'}, 'img': {'source': 'bucket', 'link': 'khushali ineuron.png'}}]","{'IN': 25000, 'US': 315, 'discount': 0, 'isFree': False}","{'bundleName': 'Tech Neuron', 'bundleId': '6187abaa15495237705219ee'}"
ONNX,61ef10dd40c28f6e80ec2a65,main,[],,self-paced,62cd962953f5fefb916b9aee,{'keywords': 'onnx'},"The Open Neural Network Exchange (ONNX) is a free ecosystem that allows AI developers to select the best tools for their projects as they progress. ONNX is a free, open-source format for AI models, including deep learning and classical machine learning.",,,,[],2022-01-24T20:49:33.031Z,61ef10dd40c28f6e80ec2a65.jpg,"[{'instructors': ['622603d5760e3e0aa5f854af'], 'overview': {'learn': [], 'requirements': [], 'features': [], 'language': 'english'}}]","[{'_id': '622603d5760e3e0aa5f854af', 'name': 'Boktiar Ahmed Bappy', 'description': ""This is Bappy. I aim for simplicity in Data Science. Real Creativity won't make things more complex. Instead, I will simplify them, Interested in a Data Science Career and so develop myself accordingly. Data Scientist and lecturer with working experience in Machine Learning, Deep Learning, Microcontrollers and Electronics systems. Hands-on experience in classification, regression, clustering, computer vision, natural language processing and transfer learning models to solve challenging business problems. I have a huge interest in Robotics. I have innovated a lot of innovations, ideas, projects & robots and got a lot of achievements."", 'img': {'source': 'bucket', 'link': '622603d5760e3e0aa5f854af.jpg'}}]","{'IN': 25000, 'US': 315, 'discount': 0, 'isFree': False}","{'bundleName': 'Tech Neuron', 'bundleId': '6187abaa15495237705219ee'}"
Solidity,61ee915edb44e9f8661d7f38,main,[],,self-paced,62cd9aae53f5fe49376b9b31,"{'keywords': 'solidity, blockchain, Ethereum, ETH, BTC'}","Solidity & Solana Blockchain course is designed to provide an in depth knowledge on various aspects & concepts of blockchain & Solidity. A step by step learning will be help to focus on each & every parameter of Blockchain. This course will take you into a deep dive into the state of the art blockchain technology and how to go about writing smart contracts in the ethereal platform. Moreover, this is a project-ready course which will help you take whatever you learn and apply it into a real-world portfolio-ready app, which you can showcase to the world.",,,,[],2022-01-24T11:45:34.052Z,61ee915edb44e9f8661d7f38.jpg,"[{'instructors': [], 'overview': {'learn': ['Solidity Fundamentals', 'Smart Contracts in Solidity', 'Data types and Variables', 'Functions', 'Storage vs Memory', 'Events and logs', 'Factory contract', 'Inheritance', 'Inline Assembly', 'Application Binary Interface', 'Smart Contracts Pitfalls , Testing and Debugging', 'Testing smart Contracts ', 'Unit tests', 'Integration Tests', 'Javascript tests', 'Smart Contract Best Practices', 'Creating our own cryptocurrency on Ethereum Network', 'What are ICO and what are tokens', 'Understanding about ERC-20', 'Writing code for our cryptocurrency', 'Safe Math', 'Creating the cryptocurrency', 'Deploying it to the network', 'Solana Blockchain', 'Introduction to solana Blockchain', 'Creating our own cryptocurrency on the Solana Network', 'Understanding about Sol-Tokens', 'Writing code for our cryptocurrency', 'Deploying the currency to the network.', 'Creating our own Solana Token using CLI', 'Installing Virtual Box Ubuntu', 'Downloading the Solana CLI', 'Creating the tokens', 'Web 3.0  & Connecting everything into a project', 'What is Web 3.0 ?', 'iNeuron Marketplace course', 'Installing npm, git and node.js', 'Basic project setup', 'Creating the marketplace contract', 'Adding courses', 'Buying courses', 'Building out the front end', 'Building out the front end part 2', 'Deploying the project', 'A little more about ethereum', 'Ethereum naming service', 'Intro to IPFS', 'Oracles ', 'DeFI', 'NFT’s', 'What are NFT’s and ERC721', 'Creating our project and installing in dependencies', 'Creating the contract', 'Creating the scripts', 'iPFS', 'Deploying the NFT to the network.'], 'requirements': ['A computer/laptop', 'Good internet connection', 'Will to learn', 'Beginner level understanding about Javascript, Nodejs and React'], 'features': ['Understand the why engineers would want to create an app with Ethereum', 'Build compelling blockchain applications using the Ethereum Blockchain', 'Design, test, and deploy secure Smart Contracts', 'Learn the true purpose and capabilities of Ethereum and Solidity', 'Use the latest version of Ethereum development tools (Web3 v1.0)', 'See practical examples to comprehend what the smart contracts are', 'Learn more about solana Blockchain', ""Learn more about IPFS, NFT's, Oracles and DeFI""], 'language': 'English'}}]",[],"{'IN': 25000, 'US': 315, 'discount': 0, 'isFree': False}","{'bundleName': 'Tech Neuron', 'bundleId': '6187abaa15495237705219ee'}"
Mega Project Foundation,61ebf794ec1eea350c408b73,main,['community'],[],self-paced,62cd961c53f5fe2c6d6b9aed,{'keywords': 'Stats for Data Science Live Community Sessions'},iNeuron is known for conducting end to end community sessions where we discuss everything related to tech along with projects and many more things. The objective of conducting these community sessions is to learn and grow together.,"{'isFree': True, 'IN': 0, 'US': 0, 'discount': 0}",,{},[],2021-10-29T12:33:49.022Z,61ebf794ec1eea350c408b73.jpg,"[{'instructors': ['618929e26e59b248b8c04aa6'], 'overview': {'language': 'English', 'learn': ['Statistics ', 'Blockchain', 'Android', 'DSA', 'DevOPS', 'Python', 'PowerBI', 'SQL', 'Projects', 'Drone ', 'Robotics', 'AI in edge devices'], 'requirements': ['Your dedication', 'Laptop'], 'features': ['Free for all']}}]","[{'_id': '618929e26e59b248b8c04aa6', 'name': 'krish naik', 'social': {'linkedin': 'https://www.linkedin.com/in/naikkrish/', 'instagram': 'https://www.instagram.com/krishnaik06', 'facebook': 'https://www.facebook.com/krishnaik06', 'youtube': 'https://www.youtube.com/user/krishnaik06', 'github': 'https://github.com/krishnaik06'}, 'img': {'source': 'bucket', 'link': 'Krish naik.png'}, 'description': 'Having 10+ years of experience in Data Science and Analytics with product architecture design and delivery. Worked in various product and service based Company. Having an experience of 5+ years in educating people and helping them to make a career transition.'}]","{'isFree': True, 'IN': 0, 'US': 0, 'discount': 0}",
